Producto,Precio,Cantidad,Fecha,Cliente,Ciudad
Queso,7.27,3,2026-05-18,Fulgencio Gallart Esteban,Sevilla
Queso,3.06,10,2026-01-04,Brunilda Serra,Melilla
Carne,19.92,5,2026-01-05,Soledad Nevado,Valencia
Leche,9.61,7,2026-03-15,Tere Abril,Almería
Leche,13.83,4,2025-09-27,Elba Barón,Cáceres
Queso,6.92,5,2025-10-07,Ricardo Sebastián-Gracia,Ávila
Pan,17.13,3,2025-09-09,Loreto Montalbán,Pontevedra
Huevos,9.84,1,2025-09-12,Nazaret Amorós Aguilar,Ceuta
Azúcar,7.51,9,2025-06-17,Miguel Jimenez Bas,Baleares
Huevos,16.32,6,2025-09-28,Toribio Aguiló Llabrés,Salamanca
Leche,2.7,2,2026-03-27,Edelmiro Baquero Lillo,Huesca
Aceite,16.58,1,2025-07-27,Isaías Sola Cantero,Jaén
Huevos,11.82,3,2025-12-29,Lidia del Gargallo,Santa Cruz de Tenerife
Huevos,7.91,9,2025-11-16,Ramón Nacio Jimenez Ricart,Ávila
Café,6.16,5,2026-03-06,Sabas Salvà Miralles,Huelva
Aceite,19.24,3,2025-11-24,Fabricio del Benet,Castellón
Pollo,18.45,4,2025-11-19,Melania María José Mata Ruiz,Jaén
Café,14.21,7,2026-03-09,Leocadia Martin Soria,Granada
Leche,5.85,6,2025-07-02,Marcos Galvez Montes,Asturias
Aceite,11.8,2,2026-04-08,Olegario Adolfo Oliveras Huguet,Valladolid
Café,3.16,3,2026-04-23,Hernán Coello Marin,Girona
Arroz,11.22,6,2026-01-30,Iván Pérez Alberdi,Navarra
Carne,12.99,5,2025-10-10,Jose Antonio Reina,Málaga
Pollo,10.02,6,2026-03-03,Nereida Miriam Sureda Pons,Segovia
Azúcar,2.63,8,2026-02-03,Noé Vega Reguera,Álava
Queso,11.66,9,2026-02-07,Porfirio Terrón Solsona,Guipúzcoa
Huevos,16.33,3,2026-02-11,Juan Carlos Moliner Acero,Zamora
Huevos,8.55,9,2025-09-29,Jose Luis Dimas Zabaleta Palomar,Málaga
Leche,9.63,1,2025-09-23,Isabel Torrijos Amigó,Castellón
Aceite,4.77,4,2026-01-02,Agustina Toledo Cazorla,Badajoz
Azúcar,1.15,9,2025-06-27,Rosendo Bernal Cáceres,Castellón
Queso,5.6,3,2025-08-24,Obdulia Cabeza-Gilabert,Cuenca
Pollo,17.37,6,2025-07-27,Concha Ayllón,Teruel
Pollo,18.02,1,2026-04-15,Catalina Cabezas Valls,Albacete
Café,3.02,2,2026-01-17,Purificación Vicenta Leiva Lorenzo,Sevilla
Pan,1.49,5,2026-01-20,Alondra Gisbert-Galván,Melilla
Carne,13.22,6,2026-03-23,Jordana Otilia Trujillo Vega,La Rioja
Arroz,19.04,7,2025-12-03,Porfirio Rubio Múgica,Granada
Café,14.85,4,2026-03-29,Melisa de Prats,Segovia
Carne,3.95,1,2025-07-01,Ruperto Jafet Ros Chaves,Cantabria
Queso,19.95,9,2026-01-23,Rolando Urrutia Monreal,Soria
Huevos,16.33,3,2025-06-30,Leonor Villalobos Tejera,Salamanca
Pan,15.54,1,2025-08-11,Ileana Mendoza Rivas,Badajoz
Azúcar,7.34,1,2026-04-02,Isidoro del Esteban,Huesca
Azúcar,5.43,2,2026-05-13,Jacinta Carbó Valverde,Pontevedra
Pollo,12.97,7,2026-01-07,Maximiano Yago Gibert Canals,Cáceres
Pollo,16.9,2,2025-12-06,Jacinto Roman Barrios,Toledo
Pan,3.98,8,2026-01-16,Jessica Melero Ureña,Burgos
Azúcar,12.35,3,2026-04-23,Santos Plana-Montes,Murcia
Leche,8.07,1,2025-06-10,María Luisa Vives Poza,Almería
Pan,14.75,10,2025-05-30,Olegario Casals Mendizábal,Teruel
Leche,6.29,3,2026-02-28,Encarnación Diéguez Crespi,Girona
Leche,17.31,6,2025-07-19,Marcelino Jordá Valverde,Guipúzcoa
Café,5.49,2,2026-02-27,Claudia Castrillo Agustín,Cádiz
Pollo,15.24,3,2026-04-08,Elisabet Gimeno Benitez,Lleida
Huevos,9.51,7,2025-06-29,Chuy Segarra-Gallego,Girona
Arroz,10.98,7,2026-01-16,Marc del Clemente,Jaén
Arroz,8.75,4,2025-09-10,Amílcar Segura Castells,Pontevedra
Aceite,6.67,2,2026-05-24,Jafet Casemiro Cortés Andrés,Alicante
Arroz,3.17,9,2025-09-15,Abril Sevilla Cazorla,Lleida
Café,16.57,6,2025-09-04,Bernardino Jáuregui-Pedrosa,Castellón
Carne,13.26,9,2026-03-01,Clemente Fernández Trujillo,Cantabria
Carne,7.2,2,2025-09-27,Hector Figuerola Melero,Palencia
Huevos,18.09,1,2025-09-01,Teodoro Ruiz-Bastida,Albacete
Pollo,8.46,6,2025-07-05,Abel Cordero Toro,Pontevedra
Leche,14.18,10,2025-07-19,Eloy de Cruz,Huelva
Carne,11.99,4,2025-11-08,Erasmo Alberdi,Vizcaya
Pollo,10.35,3,2025-08-13,Fabiola Seguí Pujadas,Cáceres
Leche,8.0,3,2025-05-30,Inocencio Roig Sanmiguel,Navarra
Azúcar,8.95,4,2025-10-05,Melisa Bautista Salom,Jaén
Café,8.75,8,2026-04-12,Aristides Bernardino Segura Durán,Cádiz
Carne,7.46,7,2025-09-03,Haroldo del Mármol,Ceuta
Aceite,19.37,5,2025-12-16,Silvia Piña-Lasa,Toledo
Leche,2.22,4,2026-04-29,Blanca Arnau Barreda,Álava
Pan,6.43,5,2025-10-22,Martín Manuel Estevez,Baleares
Pollo,1.93,5,2025-06-04,Abigaíl Bertrán Diéguez,Soria
Queso,4.21,9,2025-10-15,Nieves María Jesús Sales Carranza,La Coruña
Arroz,13.55,5,2025-12-06,Concepción de Peiró,Girona
Arroz,9.87,3,2025-12-27,Leandro Galan-Pina,Madrid
Leche,15.9,6,2026-02-01,Amado Tamayo Paz,Murcia
Azúcar,1.3,7,2025-10-08,Morena Huerta Barceló,Zamora
Carne,5.23,1,2026-01-05,Merche Fabregat Figueroa,Guipúzcoa
Huevos,1.0,7,2025-07-30,Alcides Cuenca-Morell,Zaragoza
Leche,4.05,6,2025-09-28,Íñigo Wálter Amador Leal,Segovia
Azúcar,16.29,2,2025-09-17,Itziar Coll-Aragonés,Palencia
Huevos,9.73,2,2025-06-25,Efraín Julián Ayala Montesinos,Las Palmas
Queso,7.32,4,2025-10-17,Paula Aragón Girona,Cuenca
Pan,9.25,5,2025-12-29,Aarón Briones Espada,Melilla
Queso,7.02,3,2025-06-17,Diana Ordóñez Polo,Sevilla
Pan,11.68,8,2025-06-19,Diana Vélez Valenzuela,Valladolid
Aceite,7.09,5,2025-08-14,Armando Salgado Mora,Badajoz
Café,0.58,4,2026-04-04,Clementina Jordán Pujol,Sevilla
Arroz,1.34,2,2025-10-01,Juan del Baños,Cádiz
Leche,2.47,3,2025-10-01,Cruz Taboada Mateo,Valencia
Leche,9.4,4,2026-03-03,Noelia Tello,Valencia
Queso,17.23,3,2025-09-28,Mar del Haro,Badajoz
Pan,1.95,1,2025-07-06,Catalina Ema Roma Palau,Baleares
Pollo,11.77,4,2025-10-22,Nicolasa Ortuño-Osuna,Cuenca
Aceite,5.19,3,2026-01-11,Marisol Consuelo Querol Girón,Pontevedra
Carne,6.61,3,2025-09-30,Malena Suarez Méndez,Melilla
Azúcar,8.34,8,2026-01-25,Patricia Vives Morcillo,Córdoba
Huevos,4.95,6,2026-01-14,Hermenegildo Pedrero Terrón,Granada
Pan,18.15,5,2025-08-19,Carla Cadenas Roldan,Jaén
Aceite,14.76,7,2025-10-11,Matías Armengol Manrique,Burgos
Pan,7.06,8,2025-10-27,Anastasia Juan Pont,Burgos
Carne,4.93,1,2026-03-19,María Carmen de Frutos,Girona
Leche,18.03,4,2025-06-30,Efraín Guitart Jurado,Teruel
Leche,1.45,8,2025-10-03,Amelia Duarte Olivera,Guadalajara
Aceite,4.15,7,2026-01-21,Aránzazu Cornejo Gascón,Santa Cruz de Tenerife
Azúcar,2.16,4,2026-03-18,Remedios Cuevas Crespi,Cádiz
Pollo,11.94,7,2026-02-24,Leonardo Corbacho Angulo,Barcelona
Queso,6.31,3,2025-10-29,Delia Rovira Lillo,Segovia
Huevos,18.06,8,2025-08-10,Marcos Puente Andrés,Barcelona
Arroz,11.52,2,2025-10-29,Rosaura Cerezo Escribano,Almería
Huevos,0.92,2,2025-08-25,Amílcar Iniesta Águila,Burgos
Pan,11.45,1,2025-08-24,Emiliana Llano Lerma,Pontevedra
Pan,14.38,6,2026-03-05,Samu Paz Marqués,Girona
Arroz,8.7,7,2026-04-09,Lola Santamaría Hurtado,Vizcaya
Arroz,0.73,8,2026-01-25,Hernán Marín Canet,Melilla
Leche,1.44,10,2026-03-17,René Gras Cárdenas,Melilla
Pollo,12.53,10,2025-08-17,Raquel Bienvenida Monreal Cabezas,Zaragoza
Azúcar,2.78,1,2025-05-28,Calixta Carina Ferrández Diego,Tarragona
Leche,3.7,8,2025-12-04,Rebeca Llabrés Larrañaga,Alicante
Aceite,2.05,8,2025-07-24,Máximo Acosta Sosa,Ourense
Aceite,2.32,5,2026-01-12,Carlito Águila Terrón,León
Huevos,19.17,10,2025-09-04,Reyna Malo,Córdoba
Azúcar,11.16,3,2026-02-25,Vidal del Alcázar,Valencia
Huevos,18.18,8,2026-02-14,Eligio Coronado-Porcel,Ávila
Huevos,3.89,2,2025-09-11,Edu Huertas-Tena,Lleida
Pollo,15.57,5,2025-12-05,Jennifer Medina Acevedo,Lugo
Arroz,17.81,2,2026-02-05,Luz de Aznar,Badajoz
Pollo,3.78,2,2026-04-13,Abel Alfonso Tena,León
Huevos,8.15,1,2026-03-12,Germán Guardiola Mendizábal,Sevilla
Pollo,13.94,4,2025-08-26,Manolo Pareja,Valladolid
Aceite,9.67,5,2025-11-09,Eleuterio Lluch Bejarano,Segovia
Arroz,6.1,7,2026-02-04,Chuy Alcalde Roldan,Baleares
Huevos,10.28,4,2026-05-14,Gala de Carretero,Ourense
Pan,3.54,9,2026-05-16,Nidia Vidal Mir,Almería
Aceite,10.44,3,2025-12-24,León Jáuregui Esteve,Granada
Huevos,3.04,4,2025-09-09,Ernesto Manjón Recio,Pontevedra
Leche,12.9,10,2025-07-13,José Pascual Hernando,Toledo
Queso,10.63,10,2025-09-10,Raquel Donaire Lloret,Málaga
Huevos,3.7,2,2025-09-19,Rosendo León Tena Colom,La Rioja
Café,5.21,8,2026-03-19,Celestino Villanueva Soria,León
Azúcar,17.38,5,2025-09-25,Emma Amaya Rubio,Soria
Aceite,3.06,6,2026-02-28,Bernardo del Barroso,Las Palmas
Pollo,0.94,1,2025-08-18,Rita de Andrés,Burgos
Carne,13.28,4,2025-06-27,Donato Amaya Colomer,Granada
Huevos,19.07,2,2025-12-09,Ámbar del Ferrándiz,Madrid
Leche,9.34,3,2025-12-30,Herminia Flora Calderón Yuste,Baleares
Pollo,12.35,1,2025-10-17,Rosalina Redondo-Miralles,Vizcaya
Aceite,7.65,3,2025-11-12,Leopoldo Bartolomé Montero,Castellón
Arroz,16.89,6,2025-12-28,Carolina Feijoo Zamorano,La Rioja
Pan,18.83,1,2025-09-11,Cecilio Morillo Alemany,Pontevedra
Huevos,19.69,4,2025-10-08,Reynaldo Sobrino Planas,Segovia
Aceite,14.79,10,2025-08-25,Pepita Gomez Nicolás,Guadalajara
Arroz,7.0,10,2026-01-03,Febe Carbonell Ruiz,Guadalajara
Carne,1.29,2,2025-12-12,Dora Avilés Calleja,León
Arroz,5.56,9,2025-11-01,Isidro Andrade Barbero,Granada
Pollo,0.69,3,2026-01-08,Javiera Leiva-Bustamante,Huesca
Huevos,18.25,9,2025-11-10,Maristela Lamas Marti,Zaragoza
Pan,10.22,3,2026-02-19,Onofre Victoriano Pastor Pons,Segovia
Leche,17.85,3,2025-09-13,Herminia Belmonte Carballo,Castellón
Pan,17.63,5,2025-07-10,Serafina Canals Amigó,Teruel
Huevos,15.84,8,2025-07-27,Pepito Rodriguez-García,Santa Cruz de Tenerife
Carne,9.9,8,2026-05-07,Rosaura Vilalta-Benet,Cantabria
Carne,14.32,5,2026-03-02,Vilma Vilaplana Casado,Málaga
Azúcar,16.05,9,2026-04-21,Alexandra Manuela Ramírez Guillen,Córdoba
Azúcar,19.24,8,2026-03-02,Águeda Lumbreras,La Rioja
Queso,4.41,8,2025-09-25,Ramón Noriega Valenciano,Palencia
Pollo,14.63,10,2025-06-30,Nydia Cabrera,Jaén
Pollo,4.72,4,2026-04-11,Felisa Chaparro Daza,Ávila
Arroz,15.55,9,2025-10-04,Paula Cañete Gomis,Navarra
Leche,10.09,5,2026-02-19,Estela del Carretero,Cádiz
Café,19.41,8,2026-04-15,Fidela Cuéllar-Alba,Badajoz
Pollo,10.6,4,2025-08-10,Elodia Miguel Mate,Alicante
Pan,17.16,3,2025-09-23,Brígida Azcona Andres,Ciudad
Azúcar,2.4,8,2025-06-11,Ascensión Quero-Amat,Zaragoza
Pan,15.86,10,2025-10-26,Encarnación Cuéllar Narváez,Alicante
Leche,18.98,8,2026-01-21,Luís Palacio-Delgado,La Rioja
Leche,18.74,1,2025-11-20,Aníbal Costa Montero,Palencia
Leche,8.2,6,2026-03-27,José Antonio Franco Amorós,Pontevedra
Aceite,5.89,4,2025-09-07,Ruth Vergara Cervera,Ciudad
Pan,12.61,8,2025-05-31,Iván Badía Larrea,Ceuta
Pan,13.45,5,2026-01-31,Juan Antonio Goñi Miguel,Cáceres
Leche,2.06,2,2025-06-09,Ramona Macías Egea,Soria
Huevos,11.48,7,2026-02-09,Concepción Macaria Fernandez Mesa,Santa Cruz de Tenerife
Azúcar,8.14,6,2026-05-04,Leoncio Raimundo Carranza Garriga,La Coruña
Pan,11.29,6,2025-08-05,Jaime Castrillo Calderon,Baleares
Queso,1.48,3,2025-10-06,José Luis Quintanilla-Mínguez,Castellón
Leche,5.6,4,2025-06-26,Juan Carlos Coronado Palomino,Albacete
Pan,16.41,6,2026-03-19,Blas Ramos Figueroa,Almería
Café,3.8,2,2026-01-09,Chus Cerdá Peralta,Palencia
Pan,11.19,5,2025-08-17,Belen Bermudez,Burgos
Arroz,14.03,3,2026-02-18,Octavia Peiró Caro,Lugo
Huevos,6.36,10,2025-12-23,Teófilo del Roman,Castellón
Pollo,19.26,7,2025-06-26,Graciana Martin-Cordero,Asturias
Huevos,5.39,1,2025-06-24,Maricruz Manzano,Las Palmas
Arroz,4.21,1,2025-08-20,Armando Tejada Ropero,La Rioja
Queso,0.87,7,2026-01-05,Kike Pagès-Vallés,Albacete
Pollo,15.63,7,2025-11-22,Marianela Puga,Salamanca
Aceite,0.56,10,2025-12-11,Juliana Jerez-Villegas,Lugo
Arroz,14.41,3,2025-08-14,Fortunato Juan Pablo Barranco Casal,La Coruña
Pollo,18.86,3,2025-07-03,Duilio Rocha Molina,Jaén
Café,11.69,5,2025-06-14,Wilfredo Agustí Peláez,Pontevedra
Huevos,14.19,1,2025-10-16,Bernardita Vallés Jara,Málaga
Leche,3.48,7,2025-06-11,Josep de Álamo,Cádiz
Pollo,18.01,1,2026-04-06,Belén Montenegro-Pont,Pontevedra
Arroz,1.1,6,2026-04-05,Julio Ángel Peláez Pacheco,Cuenca
Queso,19.58,9,2025-06-11,Vicente Arturo Lledó Piña,Soria
Café,11.92,1,2025-06-16,José Antonio Vizcaíno Rojas,Valencia
Pan,10.62,9,2025-11-18,Evelia Gallego Borrego,Cuenca
Pan,9.5,6,2026-01-29,Zaira Aguilera Caballero,Girona
Queso,9.67,2,2025-06-10,Rodolfo Lumbreras Márquez,León
Aceite,3.38,7,2026-02-21,Aránzazu Sevilla-Trillo,León
Aceite,17.57,3,2025-12-27,Mirta Amat Marti,Soria
Pan,2.28,6,2025-12-20,Javiera de Manso,La Rioja
Café,16.08,7,2025-06-21,Nadia Porras Perea,Alicante
Café,13.55,3,2025-06-04,Jordán Menendez Núñez,Cantabria
Carne,19.44,8,2026-02-25,Eva Cortés Rodrigo,Navarra
Leche,9.66,2,2025-10-21,María Jesús Paz Marquez,Almería
Aceite,14.2,8,2025-08-18,Leonardo Leiva Aznar,Palencia
Aceite,9.79,5,2025-08-22,Lino Olmo Gallart,Valladolid
Queso,7.6,9,2026-01-13,Victorino de Ponce,Lugo
Aceite,11.5,9,2025-12-04,Elisabet Castro Mendoza,Navarra
Queso,8.43,3,2025-07-28,Maura Terrón Ribera,Madrid
Azúcar,7.41,10,2025-07-15,Teófila Modesta Gaya Diego,Valladolid
Queso,17.43,10,2025-10-29,Lourdes Vargas Ochoa,Teruel
Café,13.96,7,2025-10-12,Regina Lucila Montero Bilbao,Cuenca
Azúcar,16.2,3,2025-07-23,Constanza Blázquez Manzano,Badajoz
Café,19.87,10,2025-12-15,Asunción Ferrero Antón,Zamora
Huevos,6.76,9,2025-12-20,Luisa Pou Alfonso,La Coruña
Café,11.34,2,2025-06-30,Salvador de Fernandez,Zaragoza
Huevos,3.45,5,2025-07-18,Marisa Baena Tello,Badajoz
Aceite,10.77,9,2025-12-06,Ale Roselló-Casals,Burgos
Pan,5.77,9,2025-05-27,Ruben Nilo Arias Vélez,Vizcaya
Aceite,5.95,4,2025-10-09,Apolonia de Aller,Asturias
Queso,0.72,9,2026-03-12,Nicodemo Palomino Real,Málaga
Azúcar,13.97,4,2026-04-10,Marisela Susana Blanes Moya,La Rioja
Leche,1.53,6,2025-08-08,Pepita Ferrero Cerro,Jaén
Azúcar,2.51,2,2025-10-12,María Busquets-Serrano,Ávila
Queso,18.12,3,2025-12-17,Dulce Catalá Mancebo,Tarragona
Aceite,4.36,5,2025-07-17,Paz Trujillo Bru,Álava
Carne,9.49,9,2026-05-18,Francisca Varela,Girona
Huevos,0.97,7,2026-03-23,Soraya Consuela Ferrán Ribera,Pontevedra
Azúcar,5.46,8,2026-05-17,Silvia Losada Blanes,Ávila
Pan,1.47,1,2026-05-01,Sandra Vazquez Batalla,Alicante
Café,5.56,3,2026-05-04,Graciela Morcillo Vidal,Burgos
Pan,10.2,9,2025-11-01,Elba del Garriga,Valladolid
Huevos,14.66,6,2026-01-01,Calixto Montalbán Tejada,Valladolid
Carne,7.67,10,2025-08-11,Encarnación Río Noriega,León
Queso,10.27,4,2025-09-12,Jesús Maximiliano Almagro Mendoza,Murcia
Huevos,18.01,5,2025-07-10,Donato Llano Herrero,Sevilla
Aceite,3.33,7,2025-10-02,Arcelia Blanch,Cádiz
Pollo,9.43,2,2026-02-08,Ruperto Salvà-Fabra,Baleares
Pollo,8.88,8,2025-06-20,Norberto Galan Beltran,Albacete
Pan,6.48,5,2026-03-29,Pacífica Albero Segarra,Salamanca
Carne,19.05,10,2026-01-08,Buenaventura Ros Nadal,León
Huevos,2.89,1,2026-04-10,Joaquina Marianela Rosselló Donaire,Almería
Aceite,6.13,9,2026-05-27,Anabel Cabrero Bustos,Granada
Pan,4.02,5,2026-05-15,Encarnacion Torrens Vila,Segovia
Café,7.37,3,2026-01-07,Virginia Valcárcel Porta,Córdoba
Café,15.08,7,2026-03-06,Serafina del Guzman,Cádiz
Huevos,18.27,4,2026-03-29,Paloma Santos,Murcia
Queso,19.41,8,2026-02-13,Mariano Falcó Piquer,Álava
Café,19.83,4,2025-11-15,Guadalupe Soto Luján,Melilla
Café,12.16,10,2026-02-09,Trini Alcolea Zapata,Cuenca
Carne,13.26,9,2025-11-13,Maura Correa Gomez,Girona
Azúcar,2.15,2,2025-07-08,Ezequiel Nicolás Escamilla,Murcia
Pollo,8.01,3,2025-06-02,Maribel Matilde Torrents Caro,Murcia
Pollo,4.9,1,2025-10-23,Encarna Chaparro Palacios,Sevilla
Carne,5.97,6,2025-07-29,Cloe Blanca Zaragoza,Jaén
Aceite,18.74,9,2025-07-22,Odalys Palmira Torrens Reina,Salamanca
Leche,0.98,2,2025-09-21,Ovidio Belmonte Sastre,La Rioja
Pan,15.25,5,2025-09-06,Atilio Bárcena Puente,Cáceres
Queso,14.63,4,2026-01-10,Merche Valverde Andrés,Tarragona
Pollo,18.76,6,2025-10-24,Marisol Lamas Ferrán,Segovia
Huevos,5.92,9,2026-01-06,Julie de Cardona,Burgos
Pan,9.67,3,2025-08-22,Encarnita de Moll,Ourense
Pollo,2.58,8,2025-12-02,Ágata Leonor Ibañez Lobato,Almería
Carne,3.82,8,2025-11-27,José Ayuso Herrera,León
Carne,8.28,3,2026-01-16,Eleuterio Acevedo Heras,Melilla
Queso,7.88,10,2025-12-09,Casemiro Salcedo-Carnero,Sevilla
Azúcar,19.49,9,2025-09-13,José Reyes Gordillo,Murcia
Arroz,13.39,4,2026-04-26,Teófila Vazquez,Ceuta
Huevos,18.91,2,2026-05-02,Dominga Rico Castells,Tarragona
Carne,10.46,6,2026-03-29,Rafaela Carro,Tarragona
Huevos,16.78,2,2025-07-20,Irene Marin Aller,Santa Cruz de Tenerife
Pollo,14.27,1,2026-04-06,Sol Rosales-Valcárcel,Madrid
Queso,12.89,5,2025-08-30,Julio César Castañeda Serna,Alicante
Aceite,9.12,2,2026-01-12,Remigio Victorino Heras Camino,Zaragoza
Café,14.72,6,2026-01-09,Loreto Madrid Isern,Vizcaya
Queso,19.49,7,2025-08-01,Catalina Pepita Calderón Galván,Navarra
Aceite,8.84,3,2026-02-10,Isabela Losa Montes,Asturias
Carne,0.74,9,2026-05-07,Bibiana de Porras,Segovia
Leche,17.78,1,2025-06-16,José Manuel Jerónimo Hidalgo Batlle,Ceuta
Pan,18.73,7,2026-03-16,María Dolores Tere Falcó Ros,Guadalajara
Pan,3.18,1,2026-04-29,Jorge de Alberola,Soria
Pollo,3.7,3,2026-05-23,Chuy Ernesto Burgos Ávila,Málaga
Pollo,13.16,7,2026-02-23,Toribio Pedrosa Caballero,Ceuta
Carne,3.64,2,2025-10-09,Maxi Florina Tenorio Anguita,Lugo
Arroz,1.61,10,2025-12-07,Maricruz Pomares Solera,Barcelona
Aceite,4.6,9,2025-09-06,Armando Sola Ferrán,Lugo
Queso,16.8,6,2026-05-05,Eric Cid-Asensio,Granada
Queso,17.7,10,2026-05-04,Cleto Lluch Cervera,Ceuta
Aceite,3.82,3,2026-02-05,Calisto Riquelme Chaves,Barcelona
Azúcar,15.46,2,2025-12-26,Mariano Casas Escribano,Zamora
Pan,19.42,4,2026-01-24,Isaura Santiago Guillen,Toledo
Pollo,9.05,6,2025-08-03,Leonardo Soriano,Valencia
Arroz,10.06,9,2025-07-02,Noé Feliciano Berenguer Silva,Zamora
Pan,7.51,7,2025-12-25,Gertrudis Escribano Daza,Pontevedra
Pan,18.52,4,2025-09-17,Juan Manuel Simón Valencia Lamas,Cuenca
Arroz,5.14,6,2026-04-12,Ágata Tudela Coronado,Asturias
Azúcar,5.93,4,2025-11-13,María Carmen Flor Sans Amigó,Salamanca
Leche,10.36,9,2025-09-01,Lilia Fátima Mariscal Hervás,Huesca
Aceite,16.76,1,2025-07-20,Anunciación Ugarte,Álava
Queso,7.71,3,2025-10-10,Angélica Dominga Sainz Mayol,Santa Cruz de Tenerife
Leche,14.1,5,2025-07-31,Lucho Valero Rueda,Albacete
Huevos,12.11,1,2026-04-22,Charo Ferrera Granados,Pontevedra
Azúcar,15.38,1,2025-09-06,Ernesto Chaparro Casado,Palencia
Azúcar,10.38,9,2025-07-17,Silvestre Coll Jordá,Murcia
Arroz,16.03,5,2025-08-23,Visitación Ileana Heras Losa,Jaén
Leche,1.46,3,2025-12-20,Isabel Cáceres Valentín,Córdoba
Huevos,17.26,5,2026-02-04,Dan Nico Rico Poza,Guadalajara
Café,7.1,2,2026-02-17,Zaida Alemán Soler,Almería
Aceite,10.58,1,2026-03-01,Ofelia Marin Abellán,León
Pan,1.86,5,2025-08-19,Dan Iniesta,Zamora
Queso,19.34,3,2025-09-13,Morena Valdés Morell,Huelva
Arroz,0.7,6,2026-05-18,Gustavo Valencia,Álava
Arroz,12.98,6,2026-05-16,Samuel Bartolomé Lladó,Barcelona
Café,12.78,7,2025-06-12,Perlita Mayte Solís Patiño,Segovia
Carne,5.21,4,2025-08-13,Aitana Quintanilla-Barberá,Las Palmas
Pollo,7.79,6,2025-11-30,Felisa Serrano Blazquez,Vizcaya
Huevos,11.15,2,2026-05-10,Mayte Mateos,Segovia
Huevos,13.28,8,2026-03-09,Victor Emilio Lucena Salvà,Navarra
Huevos,12.28,8,2026-01-23,Encarnación Coca Español,Cuenca
Huevos,9.9,4,2025-09-04,Juan Luis Alcaraz Alcázar,Valencia
Café,4.63,2,2026-01-29,Sandra de Mayoral,Cuenca
Pan,12.69,9,2025-09-23,Abilio Isern Sala,La Coruña
Azúcar,14.15,8,2025-07-06,Ximena Pelayo,La Rioja
Huevos,19.34,3,2026-02-05,Ramona Gras-Segarra,Guipúzcoa
Aceite,15.44,4,2025-11-15,Marisela Castillo Peñas,Burgos
Pan,4.33,2,2026-05-06,Fabio Lucena Santos,Murcia
Pan,3.25,3,2025-07-23,Rufino Sotelo Tomas,Albacete
Carne,6.13,5,2025-11-08,Rosaura Barriga,Barcelona
Azúcar,13.37,7,2025-12-31,Susanita Pascuala Gomila Taboada,Navarra
Aceite,12.42,1,2026-03-16,Ainara Bayón Soriano,La Rioja
Huevos,18.45,5,2025-07-19,Nando Marí-Pomares,Las Palmas
Aceite,19.98,8,2025-12-02,Iker Cordero Arjona,Sevilla
Huevos,17.24,3,2025-05-27,Calisto Méndez Yáñez,La Coruña
Café,17.14,10,2026-02-04,Maxi Zorrilla Mate,La Coruña
Huevos,18.2,2,2025-09-02,Carina Gallego-Larrea,Huelva
Queso,19.17,3,2025-12-14,Zoraida Ochoa Vigil,Tarragona
Azúcar,3.1,3,2026-04-25,Basilio Calzada Alarcón,Murcia
Huevos,16.81,10,2025-09-10,Tamara Nogueira Arcos,Huelva
Azúcar,13.4,6,2026-03-08,Claudia Piñol Calvet,León
Huevos,16.04,3,2026-01-21,María Landa,Albacete
Pan,9.65,2,2026-04-21,Lina Serna Llorente,Córdoba
Queso,7.71,7,2026-04-24,Rufino Chaves,Zaragoza
Azúcar,4.71,7,2026-01-24,Tomás de Vila,Guipúzcoa
Carne,7.51,2,2025-09-14,Camila Concha Cazorla Peralta,Albacete
Huevos,9.69,4,2026-04-21,Anastasia Exposito Bellido,Badajoz
Arroz,5.95,4,2026-01-31,Mamen Francisco Ariño,Asturias
Queso,19.89,10,2026-03-29,Guillermo Gutiérrez,Murcia
Pan,14.09,9,2025-06-04,Belén Carrillo Arco,Madrid
Aceite,7.74,10,2026-03-10,Fidel Múgica Jordá,Burgos
Huevos,9.34,7,2025-11-25,Azahar Toro-Cabanillas,Palencia
Queso,11.33,7,2026-01-11,Reyes Sanz,Zamora
Queso,1.45,4,2026-03-30,Maximiano Ojeda Maestre,La Coruña
Café,16.11,4,2026-03-13,Carlota Hoyos Robledo,Murcia
Pollo,0.71,1,2025-08-21,Carlos Valencia Vilar,Albacete
Pollo,4.53,4,2025-06-21,Ana Belén Soria,Lleida
Pan,6.11,4,2026-02-14,Jose Miguel Pacheco Barragán,Baleares
Azúcar,11.87,9,2026-04-17,Fidela Morcillo-Villalobos,Pontevedra
Pan,15.97,2,2025-06-04,Piedad Ballester Rivas,La Rioja
Carne,11.38,9,2025-10-06,Evita Botella Suárez,Pontevedra
Carne,18.5,7,2025-12-22,Liliana Lago Corbacho,Zaragoza
Azúcar,19.6,10,2025-09-27,Horacio Esparza,Baleares
Leche,11.9,2,2025-08-25,Mateo Benítez,Granada
Pan,0.64,4,2026-03-16,Gregorio Montenegro,Jaén
Leche,6.85,5,2025-05-31,Felicia Gallardo-Báez,Barcelona
Carne,9.68,1,2026-05-25,Victor Manuel Quiroga Aznar,Ciudad
Café,5.05,4,2025-10-19,Matilde Infante Tamayo,Ávila
Azúcar,16.44,10,2025-12-23,Eliana Ramos Belda,Cáceres
Huevos,0.8,4,2025-12-14,Alba de Expósito,Zamora
