Producto,Precio,Cantidad,Fecha,Cliente,Ciudad
Tupper,20.42,16,2025-10-15 00:00:00,Donato de Roma,Soria
Pelota plástica,8.32,9,2026-04-07 00:00:00,Glauco Aliaga Ortiz,Navarra
Botella PET,42.17,20,2025-12-07 00:00:00,Clotilde Alarcón Madrigal,Pontevedra
Silla plástica,25.68,18,2026-05-05 00:00:00,Eleuterio Mate Andrade,Salamanca
Tupper,23.92,18,2025-11-20 00:00:00,Luisa Almeida Gisbert,León
Pelota plástica,40.55,1,2026-04-08 00:00:00,Rafa Cañas Campillo,Lleida
Silla plástica,38.95,9,2025-07-11 00:00:00,Baltasar David Cabrero Asenjo,Valladolid
Juguete de plástico,12.93,1,2025-08-25 00:00:00,Jose Carlos Mayo Urrutia,Ciudad
Cubo de basura plástico,16.67,17,2025-10-06 00:00:00,Iker Haro-Guijarro,Cuenca
Botella PET,33.86,2,2025-12-27 00:00:00,Azucena Gonzalo Ramis,Cantabria
Muñeco de plástico,17.47,3,2026-05-26 00:00:00,Efraín Lastra Esteban,Huelva
Juguete de plástico,27.2,12,2025-10-28 00:00:00,Amor Gonzalo Linares,Santa Cruz de Tenerife
Cubo organizador,48.15,16,2026-05-03 00:00:00,Abilio Marino Trillo Pedraza,Melilla
Pelota plástica,20.87,17,2025-07-25 00:00:00,Xavier de Cerdá,Ciudad
Silla plástica,20.07,15,2025-11-23 00:00:00,Jorge Pelayo Madrigal Nogués,Baleares
Cubo de basura plástico,21.65,8,2026-05-11 00:00:00,Yolanda Miguel Piquer,Melilla
Pelota plástica,41.48,14,2026-01-27 00:00:00,Clementina Amaya Yáñez,Santa Cruz de Tenerife
Cubo organizador,24.68,15,2026-01-12 00:00:00,Azeneth Matas Porcel,Segovia
Cubo organizador,33.76,3,2025-08-30 00:00:00,Adrián Llamas Girón,La Rioja
Pelota plástica,46.55,17,2025-10-29 00:00:00,Amaya Albero Ángel,Cádiz
Envase plástico,33.48,15,2025-06-05 00:00:00,Galo Peñas Ruiz,Pontevedra
Cubo de basura plástico,27.67,6,2025-11-12 00:00:00,Tania del Ojeda,Ourense
Tupper,45.61,1,2026-02-18 00:00:00,Ema Reyes Zurita Quintanilla,Barcelona
Tupper,12.74,11,2026-01-12 00:00:00,Abilio Aznar Redondo,Cantabria
Utensilio de cocina plástico,26.64,4,2025-11-05 00:00:00,Nazario Claudio Corbacho Pont,Valladolid
Muñeco de plástico,4.38,9,2025-12-22 00:00:00,Ciríaco de Carnero,Cantabria
Botella PET,22.46,19,2026-05-27 00:00:00,Abraham Alsina-Rios,Soria
Juguete de plástico,29.45,16,2025-11-04 00:00:00,Angélica de Bartolomé,Huesca
Tupper,45.09,9,2026-04-19 00:00:00,Valerio Ribas Ortiz,Vizcaya
Juguete de plástico,15.36,18,2026-04-03 00:00:00,Bonifacio Bermúdez Maestre,León
Utensilio de cocina plástico,43.51,20,2025-08-20 00:00:00,Ximena Casanova,Álava
Envase plástico,27.73,3,2025-12-10 00:00:00,Hilda Dominguez Escrivá,Murcia
Muñeco de plástico,6.52,7,2025-10-12 00:00:00,Saturnino Belmonte Pallarès,Lleida
Pelota plástica,26.52,1,2026-04-05 00:00:00,Noelia Castells Mercader,Valencia
Cubo de basura plástico,15.89,20,2026-01-02 00:00:00,María Dolores Jordán Taboada,Jaén
Pelota plástica,19.44,13,2025-07-06 00:00:00,Trini Aguilera Novoa,Málaga
Envase plástico,22.82,16,2025-07-05 00:00:00,Arcelia Codina-Piña,Zaragoza
Juguete de plástico,23.16,8,2026-01-11 00:00:00,Lucho Ramis Murcia,Zaragoza
Juguete de plástico,12.0,16,2025-07-06 00:00:00,Leopoldo Villegas Franco,Álava
Botella PET,3.57,16,2026-04-23 00:00:00,Eligio Peña,Palencia
Cubo de basura plástico,38.02,16,2026-04-24 00:00:00,Quique Jordán,Las Palmas
Cubo organizador,17.73,15,2026-03-01 00:00:00,Nicodemo del Matas,La Coruña
Pelota plástica,46.29,13,2025-11-03 00:00:00,Amelia Jordán Rosell,Guipúzcoa
Juguete de plástico,18.33,20,2025-06-09 00:00:00,Venceslás Adán-Teruel,Girona
Cubo organizador,16.71,18,2026-03-22 00:00:00,Eva María Frutos Miranda,Guadalajara
Cubo organizador,10.39,6,2025-10-04 00:00:00,Candelaria Leiva Soria,León
Cubo organizador,13.01,1,2026-03-18 00:00:00,José María Benavent Andrés,Granada
Envase plástico,19.37,3,2025-07-28 00:00:00,Cipriano Adalberto Linares Echevarría,Madrid
Botella PET,34.63,9,2026-04-05 00:00:00,Candelaria Martin Fernández,Cantabria
Tupper,43.19,17,2025-08-16 00:00:00,Mauricio de Toro,Navarra
Tupper,30.02,11,2025-11-28 00:00:00,Elvira Manjón Jaén,León
Cubo organizador,46.77,18,2025-08-27 00:00:00,Joan Cano Torrens,Sevilla
Envase plástico,10.47,20,2025-09-09 00:00:00,Vito Morillo Rosa,Melilla
Juguete de plástico,46.76,20,2026-01-25 00:00:00,Leyre Vendrell Coronado,Baleares
Pelota plástica,30.41,2,2025-08-20 00:00:00,Luciano Mínguez Sales,Santa Cruz de Tenerife
Tupper,22.0,7,2025-12-03 00:00:00,Elisa Múgica Tudela,Pontevedra
Utensilio de cocina plástico,48.38,4,2025-07-05 00:00:00,Francisco Ordóñez Falcó,Ciudad
Cubo organizador,45.54,15,2025-06-18 00:00:00,Antonio Carlos Villena,Zamora
Utensilio de cocina plástico,25.5,4,2025-09-22 00:00:00,Abilio Pozo,Baleares
Muñeco de plástico,39.87,10,2025-06-18 00:00:00,Maricela Bonet Aguiló,Santa Cruz de Tenerife
Utensilio de cocina plástico,20.13,4,2025-12-19 00:00:00,Jose Ramón Vilar Navas,Las Palmas
Botella PET,35.8,20,2026-01-05 00:00:00,Vera Gutiérrez,Vizcaya
Cubo de basura plástico,13.91,10,2025-10-03 00:00:00,Melania de Morán,Pontevedra
Muñeco de plástico,29.25,3,2025-08-23 00:00:00,Rodrigo Tejera Coll,Álava
Muñeco de plástico,41.36,3,2025-12-30 00:00:00,Candela Perea Nadal,Vizcaya
Pelota plástica,42.29,6,2025-07-27 00:00:00,Emigdio Juan Pablo Olmedo Almeida,Ciudad
Cubo de basura plástico,3.83,16,2025-07-08 00:00:00,África Adán-Pomares,León
Tupper,48.87,3,2026-05-05 00:00:00,Pancho Vara Mateu,Ourense
Cubo de basura plástico,7.41,7,2025-12-21 00:00:00,Melania Cabello Casal,Lugo
Utensilio de cocina plástico,7.55,2,2025-11-19 00:00:00,Victoriano Salcedo-Leal,Castellón
Botella PET,14.16,13,2025-07-05 00:00:00,Héctor Pomares Osorio,Navarra
Juguete de plástico,9.79,13,2025-11-23 00:00:00,Yago Machado Miranda,Murcia
Juguete de plástico,2.65,6,2026-05-17 00:00:00,Beatriz Sacristán-Ocaña,Baleares
Pelota plástica,22.12,13,2025-10-30 00:00:00,Román Vicens Roura,Pontevedra
Muñeco de plástico,41.18,19,2026-02-05 00:00:00,Jose Miguel Millán Álamo,Lleida
Cubo organizador,19.19,1,2025-12-08 00:00:00,Marcio de Segovia,Ávila
Botella PET,37.69,9,2026-04-08 00:00:00,Geraldo Bolaños,Huesca
Tupper,46.92,14,2026-03-24 00:00:00,Manola Marita Carbonell Falcón,Valencia
Pelota plástica,39.64,10,2026-03-08 00:00:00,Álvaro Requena Madrigal,Navarra
Tupper,18.69,12,2025-11-05 00:00:00,Jose Miguel Mora Macías,Guipúzcoa
Juguete de plástico,15.06,19,2025-12-20 00:00:00,Rico Cerdá Arnau,Córdoba
Silla plástica,41.56,20,2025-09-17 00:00:00,Jonatan Seco Gargallo,Valencia
Silla plástica,16.07,12,2026-05-05 00:00:00,Felipa Escolano Espada,Baleares
Cubo de basura plástico,2.6,15,2026-01-21 00:00:00,Marcelo Carvajal-Mur,Almería
Utensilio de cocina plástico,10.41,16,2025-08-31 00:00:00,Julie Purificación Cañizares Navarro,Córdoba
Pelota plástica,36.56,6,2025-07-22 00:00:00,Tiburcio del Zabaleta,Álava
Tupper,16.46,20,2025-05-29 00:00:00,Carmina Batalla Palacios,León
Tupper,45.45,11,2026-03-24 00:00:00,Epifanio Esteban Solsona,Toledo
Utensilio de cocina plástico,43.98,19,2026-04-21 00:00:00,Camila Amo Barbero,Cáceres
Envase plástico,13.2,18,2025-10-04 00:00:00,Sonia Andrés Cuevas,Álava
Tupper,1.33,4,2025-11-27 00:00:00,Reyna Mariño Bonilla,Ciudad
Silla plástica,21.34,13,2026-03-21 00:00:00,Isabela Castilla,Las Palmas
Cubo organizador,18.07,9,2025-12-13 00:00:00,Berto de Plana,Baleares
Botella PET,6.17,9,2025-06-12 00:00:00,Anunciación Ramis Falcón,León
Silla plástica,20.74,3,2026-04-12 00:00:00,Maura Pizarro Aller,Sevilla
Utensilio de cocina plástico,35.38,14,2025-12-18 00:00:00,Haroldo Font Tomas,Tarragona
Envase plástico,48.96,19,2025-12-07 00:00:00,Juan Antonio Celestino Simó Gimeno,Toledo
Botella PET,29.7,3,2026-03-17 00:00:00,Tito Caro Torrent,Cádiz
Silla plástica,16.88,2,2026-04-08 00:00:00,Damián Álvaro Fuentes,Valencia
Juguete de plástico,34.21,18,2025-12-13 00:00:00,Plácido Espinosa Font,Guipúzcoa
Tupper,15.35,11,2025-07-30 00:00:00,Pascual Tudela Armengol,Ourense
Juguete de plástico,19.84,4,2025-05-28 00:00:00,Águeda López Sandoval,La Rioja
Muñeco de plástico,3.18,7,2025-07-02 00:00:00,Isaac Lobo,Almería
Envase plástico,43.53,10,2026-03-27 00:00:00,Telmo Rico Francisco Duran,Huesca
Juguete de plástico,8.74,1,2026-02-11 00:00:00,Valero España-Pons,Zaragoza
Silla plástica,18.52,11,2025-08-06 00:00:00,Efraín Carrillo Raya,Álava
Juguete de plástico,45.66,19,2026-01-28 00:00:00,Chema Cruz Andres,Ceuta
Pelota plástica,49.04,15,2026-03-17 00:00:00,Bernarda Mármol Gelabert,Girona
Cubo de basura plástico,4.1,6,2026-03-14 00:00:00,Maribel Gilabert,Cáceres
Cubo organizador,9.59,14,2025-06-01 00:00:00,Marcelino Segura Valls,Vizcaya
Tupper,8.74,15,2026-03-21 00:00:00,Fulgencio Pastor Pablo,Vizcaya
Utensilio de cocina plástico,24.04,10,2026-04-22 00:00:00,Osvaldo Botella-Lucas,Santa Cruz de Tenerife
Pelota plástica,25.68,1,2026-04-06 00:00:00,Artemio Ferrándiz Segarra,Ávila
Envase plástico,14.77,11,2026-03-10 00:00:00,Abilio Flor,Córdoba
Juguete de plástico,49.93,12,2025-07-31 00:00:00,Leonor Yaiza Castro Diez,Alicante
Utensilio de cocina plástico,2.54,13,2026-05-22 00:00:00,Mamen del Silva,Madrid
Tupper,6.5,20,2025-09-12 00:00:00,Édgar Ambrosio Larrañaga Comas,Toledo
Juguete de plástico,24.77,20,2026-01-24 00:00:00,Lucio Pedraza,Lleida
Juguete de plástico,49.07,1,2026-03-14 00:00:00,Apolinar Andrés Rovira,Soria
Silla plástica,33.16,1,2026-01-03 00:00:00,Agustín Campos Pérez,Guadalajara
Cubo organizador,22.04,8,2026-04-30 00:00:00,Victoriano Julián,Albacete
Tupper,17.9,3,2026-01-13 00:00:00,Gerónimo Pagès Caballero,Guipúzcoa
Tupper,21.34,8,2026-03-09 00:00:00,Martirio Robles Gómez,Cáceres
Cubo de basura plástico,40.29,11,2026-01-21 00:00:00,Jeremías Francisco López,Soria
Juguete de plástico,8.97,4,2026-01-12 00:00:00,Geraldo del Ferreras,Pontevedra
Tupper,28.69,14,2026-04-10 00:00:00,Luciana Bautista Figuerola,Soria
Utensilio de cocina plástico,14.24,2,2026-05-26 00:00:00,Rodolfo Amor,Granada
Muñeco de plástico,31.15,12,2025-10-01 00:00:00,Pastora Osuna Rueda,Ourense
Tupper,18.91,1,2025-05-31 00:00:00,Flora Nuñez Bilbao,Girona
Cubo de basura plástico,22.54,5,2025-10-06 00:00:00,Cloe Méndez Español,Melilla
Pelota plástica,6.39,7,2026-02-14 00:00:00,Isabel Verónica Coronado Costa,Badajoz
Tupper,12.08,18,2025-08-23 00:00:00,Charo Duran Marcos,Murcia
Pelota plástica,13.33,7,2025-06-10 00:00:00,Elías Corbacho Alcántara,Valencia
Tupper,31.01,9,2025-11-24 00:00:00,Eligia Amor,Navarra
Cubo organizador,28.39,14,2025-07-30 00:00:00,Belén Calvo Camps,Sevilla
Muñeco de plástico,44.04,3,2026-02-26 00:00:00,Teodoro Seco Echeverría,Guipúzcoa
Utensilio de cocina plástico,29.62,16,2025-09-18 00:00:00,Eva María Maldonado Higueras,Pontevedra
Muñeco de plástico,43.56,12,2025-06-24 00:00:00,Ulises Darío Toledo Borrás,Murcia
Muñeco de plástico,49.03,9,2026-03-17 00:00:00,Esther Pastor Pi,Valencia
Utensilio de cocina plástico,2.35,5,2025-07-04 00:00:00,Juan Manuel Morell Hierro,Badajoz
Muñeco de plástico,9.28,9,2025-12-01 00:00:00,Jacinto Borrell-Batlle,Teruel
Utensilio de cocina plástico,38.15,14,2025-11-22 00:00:00,Nieves Esteve-Marco,Cuenca
Juguete de plástico,29.34,8,2026-01-13 00:00:00,Raquel Llorens,Sevilla
Botella PET,25.13,8,2025-12-30 00:00:00,Rufina Hernandez-Gordillo,Valencia
Muñeco de plástico,46.62,15,2026-05-12 00:00:00,Nazario Reina-Oliva,Teruel
Cubo organizador,28.42,3,2026-03-11 00:00:00,Ámbar Nicolau Alcalá,Castellón
Botella PET,12.41,1,2026-01-06 00:00:00,Onofre Cerdá Corominas,Guipúzcoa
Silla plástica,11.78,12,2026-04-30 00:00:00,Fortunato Vigil Lopez,Álava
Cubo organizador,24.93,13,2025-10-25 00:00:00,Norberto Tito Quirós Barriga,Ourense
Envase plástico,28.05,13,2026-02-19 00:00:00,Modesta Martín-Gálvez,Teruel
Cubo organizador,2.01,4,2026-04-14 00:00:00,Reinaldo Cantero Pintor,Badajoz
Tupper,7.72,9,2026-02-08 00:00:00,Eloísa Agustín-Mayol,Valencia
Cubo organizador,26.9,4,2026-05-19 00:00:00,Dorotea Delgado Miranda,Zamora
Muñeco de plástico,12.63,7,2026-04-17 00:00:00,Lidia Planas,Castellón
Muñeco de plástico,12.96,6,2026-01-24 00:00:00,Salomón de Tovar,La Coruña
Cubo organizador,44.08,19,2025-06-06 00:00:00,Sara Mancebo,Lugo
Botella PET,8.96,16,2025-12-14 00:00:00,Dimas Jonatan Acevedo Pont,Tarragona
Envase plástico,37.79,3,2026-01-23 00:00:00,Purificación Carrera Ferrando,Ciudad
Botella PET,5.15,5,2025-09-30 00:00:00,Hernán del Carmona,Ourense
Cubo de basura plástico,49.39,14,2025-08-21 00:00:00,Demetrio Viña-Corral,Soria
Envase plástico,42.95,8,2025-09-05 00:00:00,Lina Roldán Clemente,Zamora
Cubo organizador,49.03,8,2025-09-26 00:00:00,Irene Berrocal Cabrero,Valencia
Pelota plástica,19.87,12,2026-03-25 00:00:00,Erasmo Coca Carlos,Tarragona
Envase plástico,44.75,17,2025-08-13 00:00:00,Manu Ripoll,Alicante
Botella PET,26.72,15,2026-04-17 00:00:00,Gil Ureña-Manzanares,Burgos
Pelota plástica,34.48,7,2025-06-10 00:00:00,Soraya de Bellido,Almería
Cubo de basura plástico,10.29,2,2026-04-05 00:00:00,Guadalupe Doménech,Salamanca
Pelota plástica,40.7,17,2025-05-27 00:00:00,Toni Salcedo Alcalá,Zaragoza
Pelota plástica,11.41,14,2025-12-23 00:00:00,Jessica de Fabregat,Ávila
Silla plástica,40.09,11,2026-04-28 00:00:00,Emma Abigaíl Palomino Paz,Málaga
Muñeco de plástico,1.04,11,2026-03-22 00:00:00,Aránzazu Josefina Manzano Crespi,Navarra
Muñeco de plástico,15.36,15,2026-03-04 00:00:00,Lara Ruano Arévalo,Baleares
Tupper,24.44,18,2026-02-18 00:00:00,Joaquín Peinado Mulet,Toledo
Tupper,11.03,20,2025-11-05 00:00:00,Anastasia del Pedro,Ourense
Utensilio de cocina plástico,7.0,7,2025-07-22 00:00:00,Isaura Ayala Tomas,Granada
Utensilio de cocina plástico,7.94,4,2026-04-07 00:00:00,Chema Montoya Solana,Guipúzcoa
Muñeco de plástico,14.14,12,2025-09-12 00:00:00,Prudencia Palacio Posada,Ourense
Utensilio de cocina plástico,2.58,19,2026-01-02 00:00:00,Isaac Alcántara,Vizcaya
Silla plástica,41.67,9,2025-08-23 00:00:00,Raimundo Flor Arias,Navarra
Tupper,20.47,14,2026-05-06 00:00:00,Fabiola Cuéllar Rey,León
Cubo de basura plástico,36.71,1,2025-10-15 00:00:00,Ignacia Rocha Exposito,Soria
Pelota plástica,11.32,1,2026-02-04 00:00:00,Lupe Contreras Isern,Badajoz
Tupper,30.58,12,2025-08-27 00:00:00,Teresa Comas Casares,Soria
Cubo organizador,28.62,10,2025-06-04 00:00:00,Jessica Ruano,Las Palmas
Botella PET,39.36,15,2025-11-23 00:00:00,Gerónimo Peñalver Roura,Alicante
Muñeco de plástico,12.67,6,2026-03-22 00:00:00,Maribel Uriarte Peñas,Valladolid
Tupper,3.92,14,2026-02-04 00:00:00,Abril Abellán,Albacete
Juguete de plástico,32.16,5,2025-09-11 00:00:00,Ana Belén Alcántara Bernad,Asturias
Cubo organizador,18.55,3,2025-09-18 00:00:00,Encarna de Mendez,Baleares
Botella PET,4.45,17,2026-04-09 00:00:00,Albino Criado Valencia,Toledo
Tupper,44.81,8,2026-02-01 00:00:00,Adela Marco Iniesta,Sevilla
Envase plástico,24.34,3,2025-06-08 00:00:00,Epifanio Mancebo-Marquez,Cuenca
Juguete de plástico,37.93,10,2026-02-08 00:00:00,Edgardo del Recio,León
Pelota plástica,45.85,3,2025-11-19 00:00:00,Isaac Garay Badía,Tarragona
Botella PET,27.1,11,2025-10-05 00:00:00,Pascuala Arana Marti,Badajoz
Botella PET,28.07,2,2025-10-22 00:00:00,Ale Checa Soria,Guadalajara
Pelota plástica,37.63,8,2026-01-28 00:00:00,Eli Alegria Tejedor,Cantabria
Juguete de plástico,31.92,3,2025-10-04 00:00:00,Lucía Montero Peralta,Jaén
Tupper,14.24,1,2026-05-21 00:00:00,Chus Gomez Gomis,Ciudad
Utensilio de cocina plástico,39.75,9,2025-08-02 00:00:00,Purificación Barroso Oliver,Cáceres
Envase plástico,1.58,2,2025-08-21 00:00:00,Ariel Rufina Granados Bejarano,Valencia
Pelota plástica,1.36,8,2026-04-27 00:00:00,Glauco Quesada Vega,Navarra
Silla plástica,34.62,14,2025-06-21 00:00:00,Macario Bolaños Casanovas,Cuenca
Utensilio de cocina plástico,21.07,17,2025-10-20 00:00:00,Olegario Requena Mayol,La Rioja
Botella PET,30.59,16,2026-05-01 00:00:00,Juan Manuel Paz Herrera,Guadalajara
Cubo organizador,2.61,13,2025-12-22 00:00:00,Maximiano Torrecilla Campoy,Valencia
Utensilio de cocina plástico,33.14,17,2026-03-03 00:00:00,Leopoldo Molins Noriega,Salamanca
Pelota plástica,26.58,4,2025-12-07 00:00:00,Aarón Álamo Villa,Badajoz
Silla plástica,44.57,8,2025-10-06 00:00:00,Aránzazu Abella Gilabert,Ciudad
Tupper,23.95,6,2025-07-01 00:00:00,Nadia Palau-Noguera,Madrid
Tupper,37.03,6,2025-12-09 00:00:00,Octavio Anguita Cánovas,Huesca
Pelota plástica,40.2,5,2026-05-06 00:00:00,Fito Sancho Soler,Teruel
Pelota plástica,9.98,19,2025-11-22 00:00:00,Margarita Baños Miralles,Girona
Silla plástica,46.24,18,2025-09-04 00:00:00,Segismundo Benito Mascaró,Cádiz
Cubo de basura plástico,33.96,12,2025-07-06 00:00:00,Lola Esteve Ojeda,Teruel
Botella PET,31.52,18,2025-11-04 00:00:00,Manu del Bastida,Álava
Muñeco de plástico,37.52,9,2025-12-05 00:00:00,José Ángel del Jáuregui,Navarra
Muñeco de plástico,19.5,7,2026-05-12 00:00:00,Juan Luis Giralt Cordero,La Coruña
Cubo organizador,27.91,11,2025-10-15 00:00:00,Tiburcio Marin,Toledo
Envase plástico,27.16,8,2026-02-03 00:00:00,Graciana Palacios Ibáñez,Sevilla
Muñeco de plástico,39.16,12,2025-11-05 00:00:00,Chus Mata Tello,Badajoz
Cubo de basura plástico,23.0,14,2026-02-27 00:00:00,Zaida Vila Patiño,Vizcaya
Silla plástica,25.35,8,2025-09-16 00:00:00,Lina Florencia Salvà Sáez,Almería
Envase plástico,12.95,14,2026-01-20 00:00:00,Eutimio Cantón Estévez,Cuenca
Juguete de plástico,45.72,7,2025-06-05 00:00:00,Eladio Martorell Pintor,Valladolid
Tupper,6.03,17,2025-12-04 00:00:00,Mariana Cabo-Palma,Girona
Utensilio de cocina plástico,49.85,17,2025-06-25 00:00:00,Roldán Frutos Cuadrado,Salamanca
Cubo organizador,1.81,4,2026-01-12 00:00:00,Roldán Lopez Río,Cáceres
Muñeco de plástico,19.64,6,2026-03-28 00:00:00,Tatiana Sureda Mora,Barcelona
Pelota plástica,47.37,1,2025-08-18 00:00:00,Fito Mateu Correa,Valladolid
Muñeco de plástico,38.62,10,2025-10-30 00:00:00,Brígida Segura Saldaña,Murcia
Cubo de basura plástico,37.9,5,2026-02-08 00:00:00,Maribel del Miralles,Valladolid
Botella PET,24.68,4,2026-02-28 00:00:00,Ale del Campoy,Lugo
Juguete de plástico,19.91,20,2025-06-11 00:00:00,Eric Neira Estévez,Alicante
Cubo de basura plástico,5.57,4,2025-08-04 00:00:00,Toño Ramis Luz,Zamora
Muñeco de plástico,46.77,11,2026-04-06 00:00:00,Patricia Bolaños Olivares,Ceuta
Utensilio de cocina plástico,2.88,9,2026-01-04 00:00:00,Gabriel Arco Piñeiro,Ourense
Envase plástico,23.63,12,2026-05-07 00:00:00,José Marco Riera,Córdoba
Botella PET,22.96,19,2026-05-17 00:00:00,Toño Rios Crespi,Ceuta
Cubo de basura plástico,49.44,14,2025-06-21 00:00:00,Óscar Palomo Carrión,Las Palmas
Utensilio de cocina plástico,47.22,20,2026-01-18 00:00:00,Ceferino Palomares Amador,Guadalajara
Cubo de basura plástico,43.82,7,2026-05-02 00:00:00,Ciriaco Ibán Gimenez Canales,Málaga
Utensilio de cocina plástico,12.42,7,2026-01-29 00:00:00,Eduardo Solé-Rocamora,Zaragoza
Tupper,27.86,2,2025-09-15 00:00:00,Hipólito Galvez,Madrid
Utensilio de cocina plástico,25.1,12,2025-08-22 00:00:00,Rafael Jose Ramón Garay Mayo,Lugo
Envase plástico,14.38,20,2025-07-09 00:00:00,Pascual de Pujol,Huelva
Cubo organizador,14.21,8,2025-09-08 00:00:00,Filomena Lucas Clemente,Vizcaya
Cubo de basura plástico,20.85,1,2026-01-21 00:00:00,Eloy Canales Camacho,Huelva
Juguete de plástico,2.2,12,2025-09-22 00:00:00,Clotilde Alfonso Viña,Valencia
Tupper,21.64,12,2025-11-09 00:00:00,Trini Morillo Abril,Sevilla
Utensilio de cocina plástico,36.17,9,2026-04-09 00:00:00,Sarita Clementina Amor Patiño,Murcia
Juguete de plástico,35.7,7,2026-04-13 00:00:00,Balduino Jorge Galiano Capdevila,Toledo
Cubo de basura plástico,4.3,6,2025-12-23 00:00:00,Azeneth Ferrando Benitez,Barcelona
Utensilio de cocina plástico,1.73,11,2026-05-23 00:00:00,Anastasio Manjón Osorio,Pontevedra
Muñeco de plástico,5.66,4,2026-01-17 00:00:00,Amanda Arnal González,Cantabria
Utensilio de cocina plástico,25.3,6,2025-11-12 00:00:00,Socorro Goicoechea Flores,Vizcaya
Tupper,35.9,3,2026-01-14 00:00:00,Felipa Nogués-Rojas,Zaragoza
Silla plástica,31.87,7,2025-10-16 00:00:00,Gerónimo Tovar Marquez,La Rioja
Cubo organizador,8.8,3,2025-12-08 00:00:00,Pía Chico-Martín,Baleares
Envase plástico,46.94,1,2025-08-04 00:00:00,Rolando Aliaga Blazquez,León
Cubo organizador,8.54,14,2025-11-12 00:00:00,Omar Julio Fuentes Poza,Barcelona
Envase plástico,23.4,12,2025-07-06 00:00:00,Régulo Román Samper,Ceuta
Utensilio de cocina plástico,35.48,4,2026-05-23 00:00:00,Alonso Salmerón,Barcelona
Silla plástica,42.44,12,2025-05-28 00:00:00,Berta María Manuela Valenzuela Roldan,Cádiz
Envase plástico,16.47,2,2026-05-14 00:00:00,Adelia Leal Prat,Huelva
Botella PET,22.89,11,2025-11-15 00:00:00,Celestina Chita Campo Salazar,Valencia
Pelota plástica,13.16,17,2025-12-09 00:00:00,Rufina Moya Agustín,Valladolid
Utensilio de cocina plástico,26.58,18,2026-05-06 00:00:00,Matilde Gálvez,Valencia
Cubo de basura plástico,47.42,1,2026-03-12 00:00:00,Matías Miranda Ferrera,Sevilla
Envase plástico,9.62,12,2025-07-18 00:00:00,Rosa María Benet Llano,Valladolid
Silla plástica,49.06,3,2026-01-15 00:00:00,Carmelo Gutierrez Paz,La Coruña
Botella PET,42.43,20,2026-04-10 00:00:00,Sabas Cesar Mata Casado,Barcelona
Botella PET,5.75,7,2026-03-03 00:00:00,Anacleto Benavides Serna,Málaga
Tupper,14.3,1,2026-05-01 00:00:00,Hermenegildo Diego Redondo,Ávila
Muñeco de plástico,44.68,6,2026-01-02 00:00:00,Esther Salcedo Portero,Lleida
Cubo de basura plástico,8.99,8,2025-08-23 00:00:00,Julie Báez-Fuente,Girona
Silla plástica,39.48,11,2025-10-08 00:00:00,Jose Ignacio Puga Valle,Madrid
Tupper,20.38,9,2025-10-05 00:00:00,Carlota Tur-Goicoechea,Málaga
Utensilio de cocina plástico,6.29,9,2025-09-25 00:00:00,Matías de Piñol,Teruel
Tupper,45.02,8,2025-07-05 00:00:00,Estefanía Hervia Quero,Pontevedra
Botella PET,38.54,12,2025-09-06 00:00:00,Ariadna Vila Lastra,Ávila
Cubo organizador,37.45,11,2026-03-03 00:00:00,Silvia Concha Gomez Castellanos,Las Palmas
Botella PET,26.37,7,2026-05-16 00:00:00,Juanito Viñas Folch,Murcia
Envase plástico,42.6,12,2025-12-14 00:00:00,Ximena Balaguer Pazos,Tarragona
Muñeco de plástico,8.79,11,2025-12-01 00:00:00,Alfonso Gaya Amor,Ávila
Botella PET,15.65,4,2026-05-07 00:00:00,María Teresa Múñiz Ojeda,Castellón
Utensilio de cocina plástico,37.56,9,2026-02-09 00:00:00,Lupe Padilla Zaragoza,Álava
Tupper,17.03,16,2025-09-19 00:00:00,Lupita Soto Araujo,Asturias
Utensilio de cocina plástico,8.77,6,2025-06-29 00:00:00,Vidal Castell Oliver,Soria
Silla plástica,42.7,5,2025-07-21 00:00:00,Ruperto Sureda Pizarro,Sevilla
Muñeco de plástico,22.16,11,2026-02-19 00:00:00,Armida Urrutia Diego,Tarragona
Envase plástico,36.39,3,2025-08-31 00:00:00,Nando Olmo Torrijos,Asturias
Utensilio de cocina plástico,19.36,13,2025-06-22 00:00:00,Lupita Infante Urrutia,Zamora
Tupper,27.85,13,2026-01-01 00:00:00,Antonia Mas Montalbán,Zamora
Tupper,28.56,1,2025-09-07 00:00:00,Evita Busquets Terrón,Baleares
Botella PET,32.39,12,2026-02-04 00:00:00,Ariadna de Sacristán,Barcelona
Cubo organizador,43.31,20,2025-12-16 00:00:00,Amando Grau Armengol,Granada
Cubo de basura plástico,49.23,14,2026-04-28 00:00:00,Anastasia Dulce Menéndez Espada,Burgos
Utensilio de cocina plástico,18.15,3,2025-12-29 00:00:00,Tomasa Llorens Amaya,Alicante
Muñeco de plástico,35.08,3,2025-09-14 00:00:00,José Folch Santos,Albacete
Cubo de basura plástico,20.66,4,2025-06-24 00:00:00,Trini Costa Solana,Pontevedra
Envase plástico,6.38,20,2025-08-08 00:00:00,Clara de Pascual,Zaragoza
Utensilio de cocina plástico,1.92,4,2026-04-28 00:00:00,Olivia Marín-Pinedo,Asturias
Utensilio de cocina plástico,17.73,16,2026-01-21 00:00:00,Trinidad Baeza Escudero,Castellón
